Unnamed: 0,Brand,Model,Mileage,Price,Fuel Type,Car Age
0,audi,a4,"182,707 ","4,950",5,16.0
1,audi,a4,"273,250 ","8,400",1,11.0
2,audi,tt,"137,528 ","7,900",5,16.0
3,audi,q3,"4,043 ","39,900",5,0.0
4,audi,a8,"175,144 ","9,999",1,15.0
5,audi,a4,"282,888 ","3,990",1,17.0
6,audi,a1,"199,998 ","5,945",5,12.0
7,audi,tt,"261,347 ","7,300",1,13.0
8,audi,a3,"131,000 ","10,790",1,9.0
9,audi,a2,"126,938 ","1,990",5,21.0
10,audi,a4,"154,197 ","14,899",1,7.0
11,audi,a6,"235,095 ","3,950",5,17.0
12,audi,a1,"53,820 ","13,950",5,6.0
13,audi,a3,"131,360 ","14,990",5,10.0
14,audi,a3,"157,132 ","7,999",5,13.0
15,audi,a3,"354,919 ","2,295",5,18.0
16,audi,a6,"199,000 ","13,700",1,11.0
17,audi,a6,"188,000 ","19,900",1,8.0
19,audi,q5,"274,000 ","9,590",1,12.0
20,audi,a3,"81,801 ","12,950",5,8.0
21,audi,a3,"335,700 ","4,650",1,13.0
22,audi,q8,"128,968 ","41,990",5,5.0
23,audi,q3,"137,000 ","19,450",1,7.0
24,audi,a5,"109,863 ","25,990",4,4.0
25,audi,a3,"41,239 ","20,750",5,6.0
26,audi,a3,"59,881 ","23,950",5,3.0
27,audi,a3,"194,000 ","4,700",1,12.0
28,audi,a3,"195,000 ","11,900",1,8.0
29,audi,a4,"46,000 ","33,990",5,0.0
30,audi,a4,"223,706 ","5,950",5,13.0
31,audi,q3,"59,000 ","30,999",4,4.0
32,audi,q3,"239,750 ","12,500",1,8.0
33,audi,q5,"143,146 ","16,750",5,12.0
34,audi,a1,"15,000 ","19,990",5,4.0
35,audi,q5,"56,000 ","33,995",1,4.0
36,audi,a1,"229,149 ","8,950",5,11.0
37,audi,q3,"40,000 ","24,950",5,4.0
39,audi,a5,"34,229 ","36,990",5,3.0
41,audi,a4,"98,000 ","23,750",1,4.0
42,audi,tt,"149,000 ","11,900",5,15.0
44,audi,q2,"32,251 ","26,890",1,3.0
45,audi,a1,"31,766 ","11,950",5,7.0
46,audi,a1,"93,123 ","13,995",5,7.0
47,audi,q2,"145,000 ","16,999",1,7.0
48,audi,a3,"58,579 ","17,990",5,4.0
49,audi,q3,"149,992 ","22,499",1,4.0
50,audi,q3,"9,500 ","39,990",5,0.0
51,audi,a6,"243,100 ","8,990",1,11.0
52,audi,a4,"55,494 ","22,100",1,4.0
53,audi,a3,"40,138 ","29,990",5,2.0
54,audi,a4,"71,182 ","10,000",1,16.0
55,audi,rs q3,"152,052 ","19,999",5,10.0
56,audi,a6,"157,428 ","15,490",1,8.0
57,audi,a3,"220,500 ","5,300",5,19.0
59,audi,a1,"102,300 ","12,900",5,11.0
60,audi,a3,"49,250 ","17,990",5,4.0
61,audi,a4,"183,755 ","6,750",5,15.0
62,audi,a3,"156,795 ","13,950",4,8.0
63,audi,a3,"189,896 ","3,990",1,21.0
64,audi,a4,"125,000 ","17,480",1,5.0
65,audi,a4,"238,000 ","4,799",5,16.0
66,audi,a5,"215,329 ","9,999",5,10.0
67,audi,a5,"190,622 ","12,950",5,10.0
68,audi,a3,"223,204 ","10,000",5,10.0
69,audi,a4,"96,462 ","22,900",1,5.0
70,audi,q7,"158,700 ","26,900",1,9.0
71,audi,a3,"174,814 ","8,900",5,13.0
72,audi,a5,"198,721 ","9,999",5,13.0
73,audi,a3,"38,784 ","37,850",4,3.0
74,audi,a5,"115,700 ","19,990",1,8.0
75,audi,a4,"280,000 ","4,990",1,17.0
76,audi,a4,"73,545 ","24,880",5,3.0
77,audi,q2,"172,632 ","14,999",5,5.0
80,audi,a4,"186,370 ","16,999",1,3.0
81,audi,a6,"122,789 ","32,990",1,5.0
82,audi,s3,"72,800 ","23,950",5,10.0
83,audi,a6,"402,642 ","1,480",1,19.0
84,audi,a4 allroad,"133,300 ","22,900",1,6.0
85,audi,tt rs,"19,000 ","19,500",5,2.0
86,audi,a4,"143,556 ","19,990",1,4.0
87,audi,q5,"104,252 ","18,500",1,7.0
88,audi,tt,"294,269 ","3,900",5,20.0
89,audi,q3,"113,835 ","15,500",1,9.0
90,audi,a4,"170,000 ","8,500",1,12.0
91,audi,a6 allroad,"164,424 ","18,999",1,9.0
92,audi,a5,"124,900 ","16,800",1,8.0
93,audi,a4,"108,000 ","21,999",1,4.0
94,audi,a4,"190,000 ","5,490",1,18.0
95,audi,a4,"156,200 ","11,990",1,11.0
96,audi,s6,"79,539 ","39,980",1,4.0
97,audi,q2,"40,000 ","18,950",5,4.0
99,audi,a4,"68,700 ","20,800",1,5.0
100,audi,a4,"80,000 ","24,500",1,4.0
101,audi,a4,"236,000 ","12,990",1,12.0
102,audi,tt,"241,191 ","6,490",5,17.0
103,audi,a3,"160,591 ","8,490",5,13.0
104,audi,a4,"193,100 ","9,990",5,11.0
105,audi,q3,"90,277 ","25,990",4,4.0
106,audi,a7,"313,000 ","13,990",1,13.0
107,audi,a1,"141,750 ","9,490",1,9.0
108,audi,a3,"291,785 ","7,999",5,12.0
109,audi,tt,"129,564 ","8,990",5,20.0
110,audi,a3,"100,000 ","15,900",1,8.0
111,audi,a3,"126,284 ","10,950",5,11.0
112,audi,q3,"136,026 ","25,670",1,4.0
113,audi,a4,"42,750 ","20,980",5,7.0
114,audi,e-tron,"39,800 ","28,740",2,3.0
115,audi,a4,"109,000 ","23,990",1,5.0
116,audi,s5,"139,800 ","23,900",5,9.0
117,audi,a4,"135,000 ","20,900",1,7.0
119,audi,q4 e-tron,"17,780 ","36,990",2,2.0
120,audi,q3,"28,315 ","28,990",5,4.0
121,audi,a3,"39,597 ","25,790",5,3.0
122,audi,a3,"71,455 ","22,450",4,2.0
123,audi,a1,"12,103 ","19,990",5,3.0
124,audi,q5,"149,990 ","24,990",1,5.0
125,audi,a4,"136,288 ","10,990",5,11.0
126,audi,a3,"76,282 ","18,950",5,7.0
127,audi,a8,"108,754 ","22,980",5,12.0
128,audi,a6,"49,807 ","41,990",1,4.0
129,audi,a5,"289,000 ","12,300",1,9.0
130,audi,q8 e-tron,"25,900 ","71,950",2,1.0
131,audi,q3,"68,577 ","23,330",5,5.0
132,audi,a6,"262,500 ","13,990",1,8.0
133,audi,rs q3,"9,500 ","58,460",5,1.0
134,audi,q2,"37,646 ","25,500",1,2.0
135,audi,a4 allroad,"159,000 ","14,890",1,9.0
136,audi,a5,"57,488 ","25,870",1,5.0
137,audi,a5,"79,619 ","21,980",1,7.0
138,audi,a5,"140,600 ","21,990",1,7.0
139,audi,a4,"186,000 ","18,900",3,3.0
140,audi,a5,"69,119 ","15,899",5,8.0
141,audi,q5,"97,741 ","28,990",1,4.0
142,audi,q3,"19,000 ","39,990",5,1.0
143,audi,tt,"136,874 ","14,900",1,11.0
144,audi,a6,"145,000 ","16,500",1,10.0
145,audi,a3,"111,426 ","15,970",5,5.0
146,audi,q3,"29,985 ","31,990",5,1.0
147,audi,a4,"121,740 ","17,780",1,5.0
148,audi,a6,"136,000 ","23,890",1,6.0
149,audi,a3,"46,362 ","15,960",5,9.0
150,audi,a7,"226,000 ","17,000",5,7.0
151,audi,a3,"28,000 ","22,990",5,3.0
152,audi,a6,"30,996 ","37,410",4,3.0
153,audi,q7,"130,000 ","32,990",1,8.0
154,audi,a3,"54,063 ","16,400",5,7.0
155,audi,q7,"91,750 ","36,900",1,6.0
156,audi,a5,"86,000 ","20,999",1,8.0
157,audi,q2,"162,000 ","16,500",1,5.0
158,audi,a6,"208,716 ","7,950",1,15.0
160,audi,q2,"68,100 ","20,780",5,5.0
161,audi,a7,"85,115 ","29,990",1,8.0
162,audi,q3,"14,000 ","39,400",1,1.0
163,audi,a5,"85,435 ","22,990",1,5.0
164,audi,a5,"10,888 ","38,890",5,1.0
165,audi,q2,"99,600 ","19,990",1,4.0
166,audi,a1,"36,000 ","21,900",5,4.0
167,audi,a4 allroad,"121,100 ","18,400",1,9.0
168,audi,a1,"76,088 ","18,990",5,4.0
169,audi,a3,"110,557 ","18,945",5,5.0
170,audi,q5,"154,000 ","13,900",1,11.0
171,audi,a3,"213,135 ","9,990",5,7.0
172,audi,q7,"170,302 ","10,999",5,18.0
173,audi,cabriolet,"269,609 ","4,000",1,17.0
174,audi,q3,"133,893 ","22,950",5,4.0
175,audi,a3,"39,177 ","23,950",5,3.0
176,audi,a3,"170,601 ","8,499",5,13.0
177,audi,a6,"64,950 ","44,950",4,2.0
178,audi,a3,"109,280 ","19,770",4,3.0
179,audi,s8,"86,495 ","57,990",5,6.0
180,audi,a1,"100,000 ","12,900",5,8.0
181,audi,q5,"135,546 ","38,899",3,3.0
182,audi,a4,"49,712 ","28,970",5,3.0
183,audi,a5,"122,400 ","11,499",5,13.0
184,audi,q2,"102,098 ","21,990",1,4.0
185,audi,a4,"66,000 ","15,949",5,10.0
186,audi,a3,"211,980 ","10,999",5,9.0
187,audi,a3,"129,813 ","2,495",5,21.0
188,audi,s8,"188,000 ","29,990",5,6.0
189,audi,q3,"69,000 ","26,890",5,5.0
190,audi,q5,"61,807 ","32,990",1,4.0
191,audi,sq5,"137,320 ","22,980",1,11.0
192,audi,a1,"79,919 ","15,995",5,5.0
193,audi,a5,"154,793 ","11,999",5,15.0
194,audi,a4,"132,308 ","17,950",1,9.0
195,audi,a4,"55,508 ","24,990",5,4.0
196,audi,a6 allroad,"99,200 ","27,880",1,6.0
197,audi,a3,"91,181 ","12,540",5,9.0
199,audi,a3,"165,650 ","7,495",5,13.0
200,audi,a4,"99,986 ","20,990",5,5.0
201,audi,a3,"64,538 ","26,500",5,3.0
202,audi,a5,"30,300 ","35,900",5,3.0
203,audi,a5,"148,537 ","21,990",1,5.0
204,audi,a1,"53,800 ","16,750",5,8.0
205,audi,q2,"115,396 ","16,950",1,7.0
206,audi,tt,"159,000 ","9,900",5,17.0
207,audi,a6,"184,112 ","26,950",1,7.0
208,audi,a1,"34,741 ","16,148",5,5.0
209,audi,a3,"27,145 ","23,825",4,4.0
210,audi,a3,"45,893 ","25,900",1,2.0
211,audi,a4,"126,314 ","6,650",5,22.0
212,audi,a8,"206,024 ","8,950",5,19.0
213,audi,a3,"98,000 ","12,990",5,8.0
214,audi,a3,"109,753 ","21,980",0,3.0
215,audi,a4,"25,600 ","20,790",5,8.0
216,audi,a5,"158,465 ","18,800",5,7.0
217,audi,a4,"98,909 ","23,980",1,6.0
218,audi,a6,"190,218 ","19,990",1,8.0
219,audi,q5,"116,223 ","16,399",5,10.0
220,audi,a3,"171,797 ","10,999",5,15.0
221,audi,q3,"112,016 ","18,499",5,8.0
222,audi,a3,"94,500 ","19,999",1,3.0
223,audi,q3,"29,155 ","32,570",4,2.0
224,audi,a1,"24,000 ","23,980",5,1.0
225,audi,a3,"49,255 ","27,950",1,3.0
226,audi,q2,"119,782 ","14,699",5,6.0
227,audi,a3,"207,000 ","14,900",1,6.0
228,audi,a5,"107,799 ","17,999",5,10.0
229,audi,a3,"24,100 ","29,000",1,2.0
230,audi,a1,"91,799 ","11,799",5,6.0
231,audi,a5,"44,085 ","22,999",5,5.0
232,audi,a3,"172,932 ","12,500",4,7.0
233,audi,q5,"187,345 ","9,500",1,14.0
234,audi,q3,"55,912 ","19,881",1,9.0
235,audi,a4,"108,144 ","20,880",1,4.0
236,audi,a5,"278,000 ","10,999",1,11.0
237,audi,q3,"24,799 ","39,990",1,1.0
239,audi,q5,"69,940 ","30,500",4,3.0
240,audi,q3,"35,150 ","25,990",5,5.0
241,audi,q2,"32,634 ","22,660",5,1.0
242,audi,rs6,"121,079 ","39,950",5,15.0
243,audi,a4,"84,952 ","22,440",1,5.0
244,audi,a3,"65,000 ","20,999",5,4.0
245,audi,a4,"105,594 ","23,745",4,6.0
246,audi,s4,"283,988 ","9,995",5,26.0
247,audi,a4,"50,151 ","16,490",5,9.0
248,audi,q3,"152,565 ","14,950",5,12.0
249,audi,a3,"148,000 ","11,777",5,10.0
250,audi,a6,"186,190 ","24,900",1,8.0
251,audi,q5,"109,000 ","19,490",1,9.0
252,audi,a4,"142,278 ","19,880",1,3.0
253,audi,q3,"99,000 ","23,950",5,4.0
254,audi,a4,"98,000 ","19,999",1,6.0
255,audi,a5,"116,450 ","26,449",1,5.0
256,audi,a6,"99,802 ","22,999",1,6.0
257,audi,a5,"45,829 ","26,490",5,4.0
258,audi,s5,"197,820 ","17,480",5,16.0
259,audi,rs7,"52,069 ","106,740",5,3.0
260,audi,a6,"632,000 ","5,300",1,17.0
261,audi,a6,"68,450 ","18,950",5,9.0
262,audi,a3,"132,735 ","10,950",1,9.0
263,audi,a8,"132,961 ","39,900",5,8.0
264,audi,a1,"26,000 ","20,700",5,4.0
265,audi,a3,"45,514 ","19,980",1,5.0
266,audi,q3,"117,479 ","17,060",1,9.0
267,audi,q3,"94,000 ","22,500",5,5.0
268,audi,rs6,"117,220 ","64,950",5,7.0
269,audi,a6,"200,000 ","19,699",1,8.0
270,audi,a4,"80,000 ","24,490",5,5.0
271,audi,a3,"51,000 ","16,500",1,8.0
272,audi,a3,"49,428 ","18,800",1,5.0
273,audi,a3,"118,741 ","19,900",1,4.0
274,audi,a5,"71,000 ","35,300",5,6.0
275,audi,q2,"11,900 ","29,550",5,0.0
276,audi,a6,"113,094 ","11,949",5,13.0
277,audi,a5,"95,000 ","24,999",1,5.0
278,bmw,318,"221,112 ",990,5,22.0
279,bmw,525,"221,355 ","2,999",5,17.0
280,bmw,120,"168,394 ","6,499",5,17.0
281,bmw,318,"333,172 ","3,799",5,15.0
282,bmw,x1,"157,276 ","6,950",5,14.0
283,bmw,220,"229,923 ","9,300",1,9.0
284,bmw,316,"214,242 ","1,750",5,22.0
285,bmw,118,"191,707 ","3,499",5,16.0
286,bmw,318,"117,000 ","8,200",1,15.0
287,bmw,318,"295,000 ",999,5,22.0
288,bmw,318,"246,337 ","2,950",5,16.0
289,bmw,x5,"243,068 ","9,900",1,15.0
290,bmw,116,"217,466 ","2,999",5,16.0
291,bmw,523,"242,000 ","5,400",5,17.0
292,bmw,116,"114,247 ","10,990",5,11.0
293,bmw,x4,"120,287 ","24,995",1,7.0
294,bmw,x5,"246,453 ","12,039",1,14.0
295,bmw,114,"119,000 ","9,900",1,10.0
296,bmw,x1,"285,900 ","5,990",1,12.0
297,bmw,x3,"169,900 ","11,999",1,11.0
299,bmw,x2,"77,060 ","22,990",5,5.0
300,bmw,x1,"132,000 ","10,990",1,9.0
301,bmw,x1,"41,492 ","13,500",5,12.0
302,bmw,x5,"113,224 ","24,299",1,9.0
303,bmw,325,"186,442 ","10,999",1,10.0
304,bmw,116,"159,000 ","11,990",1,5.0
305,bmw,118,"186,552 ","7,499",1,11.0
306,bmw,320,"185,200 ","8,390",1,14.0
307,bmw,x1,159 ,"23,900",1,5.0
308,bmw,320,"148,231 ","28,600",1,3.0
309,bmw,630,"127,403 ","13,850",5,18.0
310,bmw,x5,"252,039 ","19,990",1,8.0
311,bmw,340,"189,000 ","24,990",5,8.0
312,bmw,520,"340,264 ","4,999",5,14.0
313,bmw,116,"175,949 ","5,499",5,12.0
314,bmw,218,"69,954 ","13,990",1,7.0
315,bmw,m4,"81,800 ","39,990",5,9.0
316,bmw,x3,"124,079 ","9,999",5,11.0
317,bmw,118,"213,000 ","2,900",1,15.0
319,bmw,318,"23,000 ","37,900",5,0.0
320,bmw,430,"65,780 ","28,990",5,4.0
321,bmw,320,"228,000 ","7,498",1,14.0
322,bmw,x1,"202,540 ","11,950",1,8.0
323,bmw,318,"186,769 ","7,950",5,15.0
324,bmw,320,"193,000 ","10,490",1,9.0
325,bmw,i3,"7,724 ","22,623",2,2.0
326,bmw,x1,"129,000 ","19,900",1,4.0
327,bmw,118,"42,688 ","24,995",5,4.0
328,bmw,316,"157,480 ","7,950",5,13.0
329,bmw,x3,"228,131 ","6,299",5,15.0
330,bmw,x1,"83,302 ","16,990",1,11.0
331,bmw,x5,"117,956 ","38,950",1,5.0
332,bmw,x1,"288,752 ","5,900",1,11.0
333,bmw,320,"205,569 ","12,320",1,12.0
334,bmw,420,"48,700 ","34,945",5,3.0
335,bmw,x1,"40,265 ","24,990",5,3.0
336,bmw,520,"239,357 ","8,750",1,15.0
337,bmw,x1,"100,000 ","16,950",5,7.0
339,bmw,218,"38,674 ","23,500",5,3.0
340,bmw,x3,"61,940 ","27,460",5,4.0
341,bmw,x6,"188,000 ","25,500",1,8.0
342,bmw,x5,"247,000 ","21,390",1,9.0
343,bmw,x1,"120,768 ","12,500",5,14.0
344,bmw,635,"229,000 ","10,900",1,16.0
345,bmw,530,"149,990 ","26,990",1,5.0
346,bmw,116,"131,600 ","6,999",5,15.0
347,bmw,320,"200,000 ","3,900",1,16.0
348,bmw,318,"102,650 ","26,990",1,4.0
349,bmw,320,"96,510 ","17,900",1,6.0
350,bmw,750,"167,500 ","17,450",5,11.0
351,bmw,x3,"141,840 ","14,500",1,12.0
352,bmw,218,"180,241 ","11,499",1,9.0
353,bmw,320,"289,000 ","3,500",1,20.0
354,bmw,120,"156,000 ","9,000",1,16.0
355,bmw,520,"169,200 ","14,990",1,9.0
356,bmw,118,"79,448 ","23,700",1,3.0
357,bmw,218,"162,550 ","11,800",1,7.0
359,bmw,320,"103,105 ","17,900",1,7.0
360,bmw,116,"78,577 ","8,499",5,14.0
361,bmw,420,"111,504 ","18,499",1,8.0
362,bmw,x3,"225,000 ","9,950",5,12.0
363,bmw,x3,"232,046 ","9,999",1,13.0
364,bmw,320,"196,012 ","12,499",1,6.0
365,bmw,216,"125,529 ","12,500",1,6.0
366,bmw,116,"98,311 ","12,499",5,8.0
367,bmw,518,"65,962 ","24,900",1,4.0
368,bmw,318,"23,000 ","38,900",5,0.0
369,bmw,m5,"12,690 ","67,000",5,4.0
371,bmw,520,"133,000 ","22,900",1,5.0
372,bmw,316,"139,000 ","14,890",1,5.0
373,bmw,318,"128,000 ","20,970",1,3.0
374,bmw,x1,"47,450 ","23,600",1,5.0
375,bmw,630,"162,451 ","16,990",5,19.0
376,bmw,218,"129,090 ","12,699",5,9.0
377,bmw,320,"327,000 ","6,900",1,10.0
379,bmw,420,"57,991 ","25,388",1,5.0
380,bmw,118,"191,200 ","10,890",1,9.0
381,bmw,418,"124,981 ","19,995",5,4.0
382,bmw,318,"189,167 ","5,950",5,17.0
383,bmw,420,"109,000 ","21,999",5,5.0
384,bmw,x2,"88,743 ","19,990",1,5.0
385,bmw,118,"78,494 ","19,400",5,5.0
386,bmw,218,"133,556 ","11,490",5,7.0
387,bmw,116,"245,447 ","3,200",5,16.0
388,bmw,116,"139,500 ","12,900",1,7.0
389,bmw,420,"170,000 ","19,950",1,9.0
390,bmw,x1,"32,329 ","31,980",4,2.0
391,bmw,520,"270,265 ","14,999",1,10.0
392,bmw,518,"166,000 ","16,900",1,8.0
393,bmw,116,"73,997 ","12,299",1,8.0
394,bmw,420,"44,000 ","38,900",1,1.0
395,bmw,x1,"77,200 ","13,490",1,11.0
396,bmw,550,"126,346 ","16,950",5,12.0
399,bmw,118,"69,477 ","16,950",5,4.0
400,bmw,216,"31,000 ","17,840",1,5.0
401,bmw,218,"139,000 ","11,200",1,8.0
402,bmw,318,"81,000 ","23,999",1,5.0
403,bmw,318,"74,503 ","34,950",5,2.0
404,bmw,x1,"288,752 ","5,900",1,11.0
405,bmw,530,"80,000 ","34,450",4,6.0
406,bmw,420,"104,233 ","17,900",1,8.0
407,bmw,x1,"99,950 ","24,900",4,3.0
408,bmw,118,"124,990 ","16,490",5,6.0
409,bmw,116,"159,000 ","11,900",1,6.0
410,bmw,530,"112,500 ","28,990",4,5.0
411,bmw,118,"39,000 ","25,700",1,4.0
412,bmw,x2,"44,506 ","21,990",1,6.0
413,bmw,118,"123,000 ","15,350",5,5.0
414,bmw,330,"245,000 ","16,950",1,8.0
415,bmw,520,"265,929 ","9,995",5,11.0
416,bmw,116,"125,063 ","7,499",5,14.0
417,bmw,x3,"270,662 ","8,995",1,11.0
419,bmw,220,"111,127 ","20,890",1,4.0
420,bmw,520,"30,000 ","32,450",5,4.0
421,bmw,220,"66,758 ","20,950",1,5.0
422,bmw,320,"177,000 ","9,990",1,11.0
423,bmw,x6,"187,000 ","13,999",4,13.0
424,bmw,118,"88,112 ","22,900",5,4.0
425,bmw,520,"44,554 ","35,770",1,2.0
426,bmw,318,"169,000 ","11,900",1,8.0
427,bmw,316,"206,557 ","2,945",5,20.0
428,bmw,x1,"57,419 ","24,690",1,4.0
429,bmw,x2,"58,469 ","24,800",1,5.0
430,bmw,x2,"65,711 ","21,499",5,3.0
431,bmw,435,"188,000 ","21,990",1,10.0
432,bmw,x2,"38,255 ","24,450",5,4.0
433,bmw,x3,"36,102 ","44,900",3,3.0
434,bmw,x1,"154,000 ","15,490",1,6.0
435,bmw,220,"190,000 ","13,470",1,10.0
436,bmw,650,"143,997 ","22,999",5,10.0
437,bmw,x1,"112,000 ","13,490",1,10.0
439,bmw,320,"22,000 ","39,950",5,1.0
440,bmw,328,"103,901 ","10,995",5,16.0
441,bmw,320,"84,033 ","30,500",1,3.0
442,bmw,x1,"86,985 ","20,890",1,5.0
443,bmw,x2,"29,170 ","28,758",4,2.0
444,bmw,i4,"170,000 ","28,900",2,1.0
445,bmw,430,"87,200 ","24,199",5,8.0
446,bmw,320,"76,595 ","15,950",5,11.0
447,bmw,116,"240,351 ","6,750",5,11.0
448,bmw,x1,"58,100 ","11,680",5,12.0
449,bmw,320,"68,819 ","16,799",1,6.0
450,bmw,x2,"107,000 ","18,900",5,5.0
451,bmw,116,"75,000 ","18,499",1,3.0
452,bmw,316,"63,999 ","15,900",5,11.0
453,bmw,x5 m,"146,727 ","47,500",1,5.0
454,bmw,118,"16,653 ","28,200",5,1.0
455,bmw,118,"170,462 ","16,500",1,6.0
456,bmw,420,"108,700 ","27,900",1,4.0
457,bmw,x4,"154,385 ","25,990",1,6.0
459,bmw,220,"44,929 ","22,900",1,5.0
460,bmw,218,"69,900 ","22,900",5,2.0
461,bmw,520,"160,201 ","22,950",4,3.0
462,bmw,m550,"179,558 ","23,450",1,9.0
463,bmw,x1,"91,604 ","26,890",1,4.0
464,bmw,116,"112,541 ","8,499",5,13.0
465,bmw,320,"74,028 ","26,900",1,5.0
466,bmw,320,"64,500 ","11,990",5,16.0
467,bmw,518,"110,000 ","24,900",1,5.0
468,bmw,316,"193,000 ","7,499",5,13.0
469,bmw,x3,"89,450 ","32,749",1,5.0
470,bmw,i3,"12,927 ","21,848",2,2.0
471,bmw,220,"105,801 ","11,980",1,6.0
472,bmw,120,"36,986 ","23,980",1,3.0
473,bmw,420,"121,277 ","31,990",5,3.0
474,bmw,x2,"96,339 ","22,337",4,3.0
475,bmw,118,"141,776 ","14,850",5,9.0
476,bmw,330,"48,055 ","30,999",4,3.0
477,bmw,x4,"228,000 ","22,490",1,6.0
479,bmw,116,"166,509 ","7,499",5,13.0
480,bmw,x5,"212,000 ","8,995",1,17.0
481,bmw,535,"198,155 ","14,950",5,14.0
482,bmw,530,"139,685 ","24,995",4,5.0
483,bmw,218,"36,773 ","14,130",5,6.0
484,bmw,118,"95,158 ","15,980",5,6.0
485,bmw,320,"295,500 ","4,999",1,15.0
486,bmw,330,"161,633 ","17,999",4,7.0
487,bmw,116,"66,000 ","17,300",1,3.0
488,bmw,420,"69,000 ","25,980",5,5.0
489,bmw,116,"10,866 ","29,960",1,1.0
490,bmw,418,"66,875 ","23,890",1,4.0
491,bmw,i3,"9,038 ","22,877",2,2.0
492,bmw,318,"65,000 ","31,990",5,3.0
493,bmw,530,"84,050 ","35,990",5,3.0
494,bmw,316,"146,054 ","12,950",1,11.0
495,bmw,x5,"236,889 ","24,950",1,9.0
496,bmw,520,"250,695 ","8,999",1,13.0
497,bmw,116,"40,966 ","13,090",5,8.0
499,bmw,330,"129,750 ","28,490",1,5.0
500,bmw,320,"108,448 ","23,795",5,5.0
501,bmw,320,"209,000 ","11,899",1,9.0
502,bmw,318,"99,000 ","15,990",5,6.0
503,bmw,118,"131,243 ","18,945",5,4.0
504,bmw,218,"30,733 ","29,950",5,1.0
505,bmw,523,"273,000 ","2,990",5,19.0
506,bmw,z4,"134,819 ","11,995",5,20.0
507,bmw,x2,"15,783 ","34,634",4,0.0
508,bmw,216,"95,524 ","14,995",1,5.0
509,bmw,118,"145,632 ","10,490",5,10.0
510,bmw,545,"84,685 ","45,900",4,3.0
511,bmw,x2,"14,692 ","26,990",5,4.0
512,bmw,330,"62,400 ","38,950",5,3.0
513,bmw,320,"19,728 ","33,970",5,2.0
514,bmw,218,"74,500 ","29,900",5,2.0
515,bmw,x3,"80,000 ","19,750",1,10.0
516,bmw,118,"71,500 ","23,945",5,3.0
517,bmw,x5,"69,250 ","72,999",4,2.0
519,bmw,x6 m,"128,583 ","34,995",1,8.0
520,bmw,114,"193,050 ","6,949",5,11.0
521,bmw,420,"79,000 ","35,990",5,2.0
522,bmw,218,"139,305 ","19,880",5,6.0
523,bmw,x2,"29,606 ","30,900",1,3.0
524,bmw,218,"117,868 ","21,799",5,4.0
525,bmw,118,"93,913 ","20,945",5,4.0
526,bmw,220,"101,450 ","26,950",1,3.0
527,bmw,116,"78,000 ","20,000",1,3.0
528,bmw,420,"182,000 ","22,990",1,8.0
529,bmw,520,"165,000 ","26,990",1,6.0
530,bmw,418,"189,000 ","13,990",1,10.0
531,bmw,m3,"17,500 ","250,000",5,13.0
532,bmw,218,"88,363 ","15,900",1,6.0
533,bmw,x5,"163,000 ","24,998",1,7.0
534,bmw,116,"85,000 ","17,500",1,4.0
535,bmw,118,"259,682 ","3,950",5,17.0
536,bmw,x1,"22,900 ","29,750",4,2.0
537,bmw,225,"49,749 ","19,580",4,3.0
539,bmw,216,"78,955 ","26,400",1,3.0
540,bmw,130,"184,500 ","13,900",5,17.0
541,bmw,325,"198,521 ","7,999",5,16.0
542,bmw,x1,"67,151 ","21,990",5,4.0
543,bmw,325,"180,874 ","7,999",5,19.0
544,bmw,320,"88,227 ","15,950",5,10.0
545,bmw,x1,"141,800 ","12,490",1,10.0
546,bmw,316,"212,000 ","9,900",1,7.0
547,bmw,x1,"110,000 ","17,495",5,4.0
548,bmw,z4,"179,700 ","9,900",5,16.0
549,bmw,116,"118,400 ","8,990",5,8.0
550,bmw,x3,"52,500 ","40,990",4,3.0
551,bmw,418,"97,000 ","20,999",1,6.0
552,bmw,218,"54,175 ","26,480",5,3.0
553,bmw,x3,"235,791 ","12,950",1,10.0
554,bmw,530,"53,923 ","38,220",4,2.0
555,bmw,218,"79,980 ","14,990",5,7.0
556,bmw,116,"143,394 ","12,900",5,9.0
557,bmw,320,"192,000 ","10,950",5,34.0
558,mercedes-benz,e 250,"252,200 ","7,900",1,12.0
559,mercedes-benz,clk 200,"349,039 ","1,295",5,21.0
560,mercedes-benz,a 45 amg,"202,985 ","19,450",5,10.0
561,mercedes-benz,c 220,"244,000 ","7,790",1,11.0
562,mercedes-benz,gla 200,"78,000 ","16,950",1,7.0
563,mercedes-benz,cls 350,"219,500 ","24,880",1,10.0
564,mercedes-benz,a 180,"199,900 ","9,450",5,10.0
565,mercedes-benz,c 180,"199,988 ","8,950",5,13.0
566,mercedes-benz,s 350,"197,602 ","12,900",1,14.0
567,mercedes-benz,s 320,"83,568 ","9,950",1,17.0
568,mercedes-benz,e 300,"74,574 ","22,999",1,11.0
569,mercedes-benz,c 200,"190,317 ","16,950",5,10.0
570,mercedes-benz,a 200,"240,210 ","9,200",1,9.0
571,mercedes-benz,ml 320,"225,000 ","8,840",1,16.0
572,mercedes-benz,cla 250,"44,309 ","35,670",4,3.0
573,mercedes-benz,e 220,"242,035 ","7,900",1,14.0
574,mercedes-benz,cla 200,"100,000 ","16,999",5,7.0
575,mercedes-benz,a 180,"138,000 ","9,900",1,10.0
